,comments
1851,S’il vous plaît vous avez Samsung galaxie A15 dans votre boutique ?
1852,À quand les résultats ?
1853,Fait
1854,"Orange
j'ai un soucis svp.
Repondez moi en inbox"
1855,C'est illimité le réabonnement coût combien par mois aussi
1856,"Orange, donnez mon argent si vous plaît."
1857,Indice
1858,"Comment on joue,je ne comprends pas"
1859,Cette fois sera la bonne
1860,"Orange Money
votre fibre ne fonctionne plus correctement ??? Je suis fatiguée hein
Si jusqu'en janvier 2025 ça continue
Je vais aller chez mes autres
Franchement c'est abusé"
1861,"Depuis trois jours je joue seulement,je vois rien Oubien c’est entre vous la bas???"
1862,"Orange Money
les résultats sortent quand s'il vous plaît ?"
1863,"Bonjour m/Mme, Etant un client fidèle d'orange je tiens à vous exprimer ma déception profonde par vos services internet fibre.
Je suis abonné depuis bientôt 1 an à la fibre optique orange. Je payais régulièrement mes factures malgré les problèmes de connexion. depuis 2 semaines environ, j'ai été suspendu sans raison pourtant je suis à jour dans le règlement de facture.
J'ai soumis ce problème à l'agence, ils ont reconnu le problème et prit ma réclamation en compte en me rassurant qu'on allait résoudre le problème dans 48h maximum. Voilà maintenant 12 jours que j'ai ce problème et rien n'a été fait encore jusqu'ici. Le service client orange me sort un baratin comme quoi c'est une anomalie du serveur et que des techniciens sont entrain de résoudre.
Je passe par cette plate-forme pour informer que je m'apprête à exposer les fait sur les réseaux sociaux si rien n'est fait jusqu'içi."
1864,Le service Orange client ou technique est nul pour un retrait de puce je à mon près d'un mois de faut revenir demain
1865,Jeux la aussi on joue toujours mais pas de résultat
1866,"Félicitations à nos gagnants !
BONZOU BADUA NANCY MARYSE
KOFFI JACQUES EVELYNE AMOIN
COULIBALY YELLI AUDREY
DIAW KEWEADAMNAIMA
DAGNOGO ADAMA
OUATTARA ZODJE DRAMANE
KOUASSI KAN SIDNEY
KOUYATE ZIE VALY
N'GUESSAN KOUAKOU CESAR
ACHIEDOH EPOUSE YAVO
CHIASTE FLORENCE"
1867,Je penses qu'il faut permettre au participants de savoir ou du moins de connaître les gagnants ou non pour une question de clarté dans le jeu
1868,Moi j’ai gagné enfin !
1869,"Orange Money
y, bonne année à vous mais je n'ai toujours pas reçu la récompense de la chasse au trésor, faites quelque chose svp"
1870,Bonjour votre box orange coût combien
1871,"Orange Money
je n’arrive pas à ouvrir mon appli max it depuis la mise à jour"
1872,Jeu validé
1873,Indice ??
1874,On voit jamais vos résultats ?
1875,Comment on fait pour souscrire pass appel Afrique (mali Burkina...)
1876,Quant est ce que les nous pourrons connaître les gagnants
1877,C7 combien
1878,"Comment faire pour activer votre prochain qui est en voyage.. pour les appels si quelqu'un cause avec lui toi aussi tu dois être en ligne avec que , mais qu'il ne c'est pas."
1879,Le résultat sort a quelle heure
1880,Où sont gagnant
1881,"Lorsqu'on recharge compteur sans le code vous ne dites rien mais c'est encouragé a utilisé votre réseau,"
1882,Remboursez l’argent des gens hien. C’est quoi tout ça là ?
1883,Ayew a commencer très très très jeune cdm u17 avec Ghana c’était un talent genrationnel sa carrière même reflète pas ce qu’on attendait réellement de lui
1884,Franchement moi je ne me rappelle même plus de la dernière fois où j'ai payé facture avec orange money. KO payé et puis on vas rembourser. Pourquoi ne pas faire en même temps gratuit comme le Pingouin
1885,"Stringer Bell
voici ce que je disais depuis hier"
1886,"Moi j'ai reçu les codes(2 paiements)
Quand je renseigne on mets code refusé"
1887,Dame Alida Marina
1888,J'ai recharger mon compteur jusqu'à aujourd'hui rien
1889,"Orange Money
j'attends mes 10000f"
1890,Tchai nous on a pas encore reçu pour nous
1891,J’ai reçu mn code de rechargement merci
1892,"Donc c'était vous ?
Alexandra N'dri"
1893,C'est bien
1894,Le jour de mon anniversaire orange m'a donné 1GO et minute d'appel gratuit wallaye si au quartier quelq'un parle mal de vous je vais mal le taper
1895,"Irié Bi Franck
djaaaa c’est orange"
1896,Merci quand même pour les 03 coffres sur OM
1897,Ok maintenant nous qui avons rechargé nos compteur depuis le jeudi 21 novembre et qu'on n'a pas encore reçu le code on fait comment ???
1898,J’ai rien encore reçu
1899,"Pour moi c'est canal+ abonnement, j'ai pas encore reçu mon argent"
1900,"Naomi Gomez
Kouame Emmanuella Marie"
1901,Aah je vois... J'ai reçu 2000f ce matin
1902,Moi c'est canal plus 10000f et je n'ai rien reçu encore
1903,Mon cher 100 fr c'est l'argent
1904,Depuis l’année dernière moi je suis toujours en attente hein
1905,Zooooo
1906,"J'ai mes ,5000 f l'ABA"
1907,Remboursement simple sans dédommagement pour tous les préjudices causés.
1908,Donc c'est vous
1909,J'espère recevoir pour moi
1910,Nul
1911,"Orange Money
j'ai effectué un transaction orange money à l'international depuis le 18 novembre le destinataire n'a pas reçu le transfert et j'ai pas mon argent aussi"
1912,"Épiphanie Adjoua Koffi
ils nous ont eu"
1913,Mais pourquoi communiquer tard comme ça
1914,"J'ai eu peur hien la dernière fois j'ai reçu 50f
le pays est menacé"
1915,"Bien reçu.
Orange Money"
1916,"Aya Jany N'guessan
Tu as bien fait"
1917,Je savais que c’était louche
1918,Marcelle Sahouein
1919,Supprimer les frais de payement en même temps
1920,"Ah donc c'est OM, merçi pour tout"
1921,"J’ai reçu mon code de rechargement, merci"
1922,#OrangeMoney remboursé l’argent des gens.
1923,Les dépôts de 200f 100f là c'est orange ?
1924,J’ai pas encore vu pour moi en tout cas
1925,"Han j'ai reçu dépôt 200F, c'était vous ?"
1926,"+454
Je me demandais comment les pirates arrivaient à se faire passer pour le service client."
1927,Faite vite ooh
1928,"Moi j'ai pas encore reçu mes data de la souscription depuis le mois dernier franchement ces du vol après tant de réclamation ces décevant de la part d'une grande boîte comme
Orange"
1929,Pas de problème
1930,La concurrence est une bonne chose
1931,Ok merci
1932,j'attends pour moi hein
1933,Dja c'était vous
1934,Djaaaa c est vs qui m avez fait dépôt la manciii
1935,j'ai reçu pour moi
1936,En tout j'ai pas encore reçu pour moi. Je suis très impatient j'attends !
1937,J’ai souscrit mardi bonus le mois passé depuis là vous allez rembourser on voit rienn
1938,Je viens de recevoir. Merci
1939,cest le fameux numéro?
1940,Rien reçu encore
1941,"Au lieu de prendre et donner comme le père Noël, supprimer ces frais en même temps"
1942,J'ai pas encore reçu mon abonnement canal+
1943,Ceux qui avaient dit que c'était arnaque en ce moment.
1944,"LES GENS AIMENT TROP MENTIR ET ALIMENTER DES POLIMIQUE SANS RIEN SAVOIR..... JUSTE POUR CE JOUER LE INTERRESANT.... PERSONNE NE PEU VIDER TON COMPTE OM JUSTE PARCEQUE TU CONSULTE TON SOLDE,C'EST MEME PAS LES MÊME SYNTAXES EN PLUS"
1945,Moi j'ai rien reçu oh
1946,Djaaaaaaa c'était vous
1947,Moi j'ai en rien reçu
1948,Communiquez vite quand c'est comme ça.
1949,Comment faire pour avoir une puce OM
1950,Avec Orange c'est la garantie total
1951,Pensez à donnez les avantages des clients qui paient des pass et qui ne peuvent en bénéficier. Depuis près d'un mois je vous poursuivis. C'est pas vraiment sérieux.
1952,Depuis la première remise là il n'y a pas eu d'autres remises c'est quoi le souci
1953,Moi je paie chaque jour mais rien
1954,Que Dieu facilite
1955,Une chance sur mille car nous sommes nombreux
1956,Moi j'ai besoin d'un prêt de 50 mille francs.
1957,Ah je serai parmi les gagnants j'espère
1958,C'est moi le gagnant inchallah
1959,"Depuis une semaine une semaine paiement effectué et jusqu'à la rien jusqu'à canal à couper mes chaînes eh
Orange Money"
1960,Amen je reçois Amen
1961,Je prend le risque ( une surprise )
1962,La vie change avec orange
1963,Orange mon vieux numéro qui a 20ans attend aussi sa récompense
1964,Bonsoir Sa ba bien
1965,"Affaire de tresor caché de tout dernièrement, j'ai plus eu de nouvelles alors que j'ai joué...
Cm, faut voir là-bas"
1966,Je dois gagné
1967,Mon oeil
1968,Comment on fait compte bloqué sur OM là !?
1969,Pensée à mes clients de playce ohh pardonner
1970,"Hum, j’ai jamais rien eu comme cadeaux hein de
Orange Money
pourtant je suis un fervent client, siencer obin"
1971,J'espère qu'un jour je serai tiré çar je fais tout avec orange
1972,Je sors pas sans hein
1973,"L'application Max it de
Orange
ne s'ouvre pas actuellement. Est-ce un problème de réseau
?"
1974,Huumm Orange aujourd'hui est mon anniversaire vous m'avez pas souhaité.
1975,Allons seulement
1976,Les gagnants sont déjà connus d'avance
1977,Que Dieu nous facilité
1978,Je fais tout avec Orange mais je sais si vous sélectionnez vos connaissances?
1979,même pas en rêve car je suis réaliste
1980,La semaine où j'ai eu plus 285000f points et je n'ai rien gagné comme cadeau je me suis décourager et j'ai arrêté le jeu
1981,Un jour ça sera moi
1982,A cette fois-ci je vous regarde hein sinon ...
1983,Bonsoir
1984,Je sais que je serais parmi les gagnants
1985,"Eh Dieu,aide nous"
1986,L'homme recharge 1x bet Est-ce-que c'est compris dedans ?
1987,Comment ça se passe ?
1988,J'ai trop vu ça orange m'a envoyé message disant que je suis parmi les gagnants mais jusqu'à présent rien
1989,Quelle voiture coûte 1 million ?
1990,Waayê on peut brancher l'homme comme ça
1991,C'est ma destinée au nom Puissant de celui qui a créé le ciel et la terre
1992,D'accord
1993,"Orange Money
voyez le cas de ce numéro"
1994,Inchallah
1995,"Grace Laeticia Afi
pour moi va sortir"
1996,Même môrô
1997,C'est l'argent qui nous manque sinon ont veut être les gagnants aussi
1998,Svp orange pensez au problème de réseau dans la sous-préfecture de Diabo. Merci
1999,"Merci
Orange Money
, paix dans nos foyers et partout dans le monde"
2000,Bonne fête de la paix à notre Nation
2001,"La paix c'est dans les actes qu'on pose, c'est un comportement qui différencie une personne d'une autre a s'accepter mutuellement et vivre ensemble dans le strict respect."
2002,"Bonjour , le 28 du mois passer j’ai effectué un achat sur Glovo et j’ai payer via OM après avoir été débité de 7200f la commande n’as pas été prise en compte , alors j’appel Glovo et Glovo me signifie que le problème est au niveau d’orange , alors j’appel Orange je fais une réclamation et mon dire que je serais restitué dans 48h et 48h après rien , depuis se jour je ne fais que appeler chaque 48h et c’est toujours la même procédure rien n’avance sa fera maintenant 1 mois le 28 novembre.
Merci de résoudre mon problème"
2003,Orange Bonjour ! Vous n'avez pas encore résolu le problème de connection sur l'application max it avec les téléphones huawei. Je n'arrive toujours pas à me connecter sur l'application.
2004,Merci Orange Money
2005,Avec OM ton cœur est toujours à l'aise
2006,Avec Orange Money toujours à l'aise.
2007,Pour donner giga la sa vous fait mal oubien c'est.quoi sa la même
2008,Ôôôôrrr tu es quitté là-bas oubien
2009,"Orange Money
Merci pour ce cadeau"
2010,"Avec
Orange Money
, rien ne se perd. C'est vraiment génial"
2011,Je paie seulement. J'ai reçu une petite surprise. J'attends la voiture
2012,Qu'il fasse profil bas
2013,"Orange Money
On paye toujours mais on ne gagne jamais"
2014,Moi je règle toutes mes factures avec Orange Monney peut être sa serais le moment de gagner cette voiture en tout bonne chance à tous
2015,"Orange Money
j'ai des paiements hier mais la cagnotte m'à pas activé"
2016,C'est pour les Boss
2017,"Hum, un jeu qui n'a jamais,je dis qui n'a jamais de fin"
2018,C'est ce que je suis entrain de faire pour gagner aussi et je sais que par la grâce de DIEU je vais gagner.
2019,Malheureusement on peut pas payer partout avec orange money
2020,"Je m'en vais payer mes courses avec
Orange Money
comme ça"
2021,"Depuis 2 mois maintenant je n'arrive plus à utiliser l'application max it, j'ai appelé le service client, je me suis rendu en agence mais rien"
2022,"Je crois bien mais , on verra bien ."
2023,La tontine ce fait comment
2024,J'ai l'argent qui doit venir en semaine la dh que j'arrive je vais t'appeler tu vas venir chercher sa sinon depuis j'ai déjà payé faut partir je vais t'appeler hien
2025,"La personne qui gère la tontine peut être indisponible , alors que
Orange Money
est toujours disponible ."
2026,Fin du Défi Tontine ! Merci à tous d'avoir participé et rendez-vous dans un prochain post pour découvrir les meilleures excuses sélectionnées !
2027,Ne nous Maa biotisé pas dh
2028,Tchai c'est bé sur moi hien mais y'a un jeton en cours là dh que ça tombe j'ai géré ça
2029,"Tu ne m'as pas vite dit,j'ai déjà épargné dans ORANGE BANK!"
2030,Mais on fait tontines 100k on n'es 10 personne tu prends premier 1 semaine après tu meurs on fait comment
2031,J'ai un djai qui doit tombé c'est ça que j'attends
2032,"Ma chérie Bilou a avalé mortier oh tout mon argent est rentré dans hôpital
. Et ça grâce à mon épargne sur Orange Bank. Je crois que tu devrais faire comme moi. Les histoires de tontine Bio là je ne suis plus dedans
."
2033,Je dois vraiment solder la scolarité de mon fils a cet instant sinon il sera bloqué au portail
2034,"Tontine du quartier on fait tu cotises pour les gens, c'est à ton tour la gestionnaire voyage ou on la cambriole.orange money au moins est toujours disponible"
2035,Au lieu vde faire tontine je préfère faire épargne sur mon compte Tik tak
2036,Y'a toujours ramba au dernier moment
2037,Hummm
