Unnamed: 0,comments,Service
1181,"Mais envoyé les bonus
mainan où bien",Orange Money
1182,"Le pass MAX IT 2GO à 500F est devenu 1,5GO à 500F sans aucune communication
Ouais Orange n’a aucun respect pour ses clients",Orange Money
1183,Merci à vous,Orange Money
1184,Merci pareil à vous,Orange Money
1185,Merci bien.Idem...,Orange Money
1186,Merci beaucoup,Orange Money
1187,Merci meilleur à toi 0m,Orange Money
1188,"Bonne fête à
Orange Money",Orange Money
1189,"Merci
Orange Money
y",Orange Money
1190,Ah super kpoleessou chez moi .,Orange Money
1191,Aka Fils,Orange Money
1192,"Orange Money
le CM tu es de kpôlessou ?",Orange Money
1193,"J'ai fait une demande pour avoir des puces orange money depuis le mois de juin jusque là rien. Pour avoir de simple puce l'homme doit patienter pendant un an ou quoi ?? Orange ci. Orange ci, orange ci je vous ai appelé combien de fois??",Orange Money
1194,"Avec Orange, tu payes ton ticket et on te redonne ton jeton. Orange, c'est le meilleur.",Orange Money
1195,On a compris,Orange Money
1196,Le nom de mon village fait quoi ici ?,Orange Money
1197,"Si tu as raté les tickets là c'est pas gâté hein, dimanche qui vient là, rdv à l'Internat pour te rattraper.
Paies ta consommation via OM, peut être qu'on va t'offrir ça cadeau, sans bruit
.",Orange Money
1198,"Davy Soro
dja c'est
Corcher Kouassi
le CM de Orange Money... Voilà Kpolessou sur nous maintenant",Orange Money
1199,Service tiktak passe pas c'est le problème depuis hier je ne peux pas épargné,Orange Money
1200,"Kouadio Camille N'guessan, village béni tagué les.",Orange Money
1201,Il a fallu l'avenue de wave,Orange Money
1202,Tu sens que c'est chaud dans pays là..... Tchiaaa,Orange Money
1203,Depuis 2016 j'utilise Orange et je reste fidèle à Orange connexion stable appelle sans interférences et surtout les paiement sont très facil avec Orange money et sécurisé Orange mon combat,Orange Money
1204,Vous vous promenez vers où comme ça !?,Orange Money
1205,Ceux qui ont trouvé la bonne réponse ont reçu dépôt maintenant s’il n’ont pas om c’est comment ?,Orange Money
1206,Et les 100f de timbre qu’on nous prélève,Orange Money
1207,"Il faut être dans le domaine pour comprendre qu'Orange n'a jamais volé sa clientèle,au contraire wave profite de tout le travail qu'orange a mis en place. Avant tu envoyais l'argent dans car espérant que les braqueurs ne vont pas opérer ce jour là,mais grace à orange il y a eu un changement . C'est pareil avec la venue de Wave .c'est ça qu'on appelle le progrès ou évolution, ivoirien.",Orange Money
1208,Moi je suis wave. Non bougé,Orange Money
1209,Restez concentré svp!,Orange Money
1210,Ahi chacun a sa grâce comment même,Orange Money
1211,Walaye si ya pas dohï dans affaires de orange là voilà moi blessé ici envoyé moi 15000fr seulement je vais voir quelques choses,Orange Money
1212,On te transfert ce qu'on te propose,Orange Money
1213,Avec l applications rien ne quitter la sur mai avec le code moin 100f si le montant dépasse 5000f,Orange Money
1214,Venez à port bouet oub on se défendre,Orange Money
1215,K'o faut pas mettre dans histoire de chacun à sa grâce hein.,Orange Money
1216,"Orange Money RDC
Meilleur réseau fiable sécurisée",Orange Money
1217,Venez à Bouaké,Orange Money
1218,Précisez que transfert avec frais,Orange Money
1219,"#DohiBala hein, ils continuent de nous volé",Orange Money
1220,Bravo orange money,Orange Money
1221,Pourquoi moi je vous ai pas vue ahh orange quoi vraiment dohi tala,Orange Money
1222,.tu ve faire retrait à Adjame j'ai pas dit tout Côte div,Orange Money
1223,"Moi et orange Money c'est Fini
dès voleurs",Orange Money
1224,Venez a Yopougon,Orange Money
1225,Orange le meilleur réseau. Merci,Orange Money
1226,Félicitations à Orange. Merci la concurrence,Orange Money
1227,Eeeeh texté moi aussi si j'ai pas fini vos djê là changeron,Orange Money
1228,Le dernier il calculait quoi ?,Orange Money
1229,"Orange Money
pourquoi les gars qui nous font retrait nous volé comme ça pour retirer 3000 ou 4000 ils nous demandent encore 100 plus les frais qu'Orange coupe on pert en tout 154fcfa pour retirer 4000",Orange Money
1230,Alexandre hein,Orange Money
1231,Je n’arrive pas à télécharger l’application,Orange Money
1232,Quand ce sont des jeux comme l'homme tombe sur vous hein,Orange Money
1233,Pourquoi l'homme tombe pas sur les wee conhann même,Orange Money
1234,Accause de t-shirt orange n’est plus chers Yfy dans 3 jrs ont veras,Orange Money
1235,"Un montant plus de 5000 francs enlève le fameux timbre de 100 sur la somme reçue.5050=4950 francs.
11110=11010 francs.",Orange Money
1236,"Merci à Orange pour sa proximité avec la population et pour la joie qu'elle apporte dans nos cœurs
.",Orange Money
1237,Orange mon combat,Orange Money
1238,"Le vieux pensait qu'en disant 50.000fr il allais recevoir sa
sinon transfert 5000 peut pas devenir 50.000 vieux",Orange Money
1239,"Attends il peut pas recevoir 5000 fR mais plutôt 4900fr vu qu’il y aurait les 100 fR de timbre que sera retiré, normalement tout dépôt à partir de 5000 fR et plus il y’a 100 fR de l’état qui est prélevé",Orange Money
1240,"D'accord. C'est très simple. Si le paiement de quelqu'un d'autre ne te convient pas, il faut devenir ton propre Boss.
Par la vente ambulante, tu deviens ton propre Boss.
Chose qui n'est même pas compliqué:
Prend ton produit , circule dans les quartiers, présent au gens ce que tu vends, le client négocier et vous tombez sur un prix qui arrange tout le monde et c'est gagné.
Avec ça tu rentres chaque jour avec minimum 5000 FCFA de bénéfices.
Et c'est quelque chose qu'on peut débuter avec Zéro 0 FCFA.",Orange Money
1241,Tu avais raison hein,Orange Money
1242,Toi la tu fait exprès oubien Ko moi je pensais que orange ils étaient cher tchruuuuuu,Orange Money
1243,Affaire d'argent est chaude dans pays.,Orange Money
1244,Moi je peux pas jouer à ça je vous dois,Orange Money
1245,"Numéro 1 en CI
Fiabilité eza",Orange Money
1246,Il dit chacun à sa grâce c'est matin,Orange Money
1247,J’ai raté,Orange Money
1248,"Yf on a compris mais
Wave Côte d'Ivoire
a trouvé la solution depuis maintenant associé vous nous on vas pouvoir souscrire tranquillement",Orange Money
1249,Vous passez kan devant ma porte,Orange Money
1250,FÉLICITATION À ORANGE MONEY,Orange Money
1251,C'est dohi,Orange Money
1252,"C'est aujourd'hui que vous allez trouver que Orange n'est chère ??
On dit merci à wave , seulement qu'ils n'ont pas de puces pour le moment",Orange Money
1253,Chacun a sa grâce c’est matin,Orange Money
1254,Chacun a sa grâce hein,Orange Money
1255,C'est fanta,Orange Money
1256,Les élément du BTP San Pedro complet!,Orange Money
1257,"Celui qui a dit qu'il va recevoir 50000 est mon oncle hein
Adama Tioté
le vieux tu as zayé hein",Orange Money
1258,"Al-zida Cra
Kessia ils n’ont qu’à venir nous pose question aussi oubien",Orange Money
1259,Nous qui sommes à Abidjan vous ne venez pas me voir Orange Money,Orange Money
1260,"Huum l'argent kado
Orange",Orange Money
1261,Dans ça là enlève truc des artistes là dedans,Orange Money
1262,J'ai raté,Orange Money
1263,Félicitations aux gagnants,Orange Money
1264,Pour tout montant supérieur à 5000f automatiquement on vous préleve 100f pour timbe,Orange Money
1265,Sa va rester 10999,Orange Money
1266,Le dernier c'est dougoudigui de San pedro même,Orange Money
1267,"Orange moi depuis 2006 j’ai numéro Orange mais jamais rien reçu
Pffff",Orange Money
1268,Venez a padiegnan aussiiii ohhhh je vous aime trop Orange ci,Orange Money
1269,Orange n'est pas chère quoi ok,Orange Money
1270,"Vous êtes où je viens vers vous le pays a besoin a
Besoin de OM !!",Orange Money
1271,Des voleurs comme ça moi c'est wave que je kiffe,Orange Money
1272,Je vous attend,Orange Money
1273,Heee venez à Gonzague,Orange Money
1274,"Mais vous êtes où même, l'homme es calé on vous voir pas.",Orange Money
1275,Vos kb finissent trop vite et puis vous êtes avare en bonus,Orange Money
1276,Mon ami Alexandre,Orange Money
1277,Dieu merci que c'est orange même qui veut des réponse ne force les gens,Orange Money
1278,"Un transfert d'argent c'est sans timbre par contre effectué un dépôt dans une agence orage monnaie, les frais de timbre s'élève à 100f
5000f c'est 5000f juste
5050f tu reçois 4950f",Orange Money
1279,Venez à baby orrrr nous sommes tellement varan actu,Orange Money
1280,"Souvent tu es en mode gratuit
Tu es obligé de lire les commentaires
Pour te mettre a jour ,de voir de ce qu'il s'agit et commenter quand même
Salut collègue",Orange Money
1281,"On ne tombe pas amoureux de son violeur !
#Dohitala",Orange Money
1282,Genre 0f frais,Orange Money
1283,"Il est vrai qu'on reçoit exactement le montant déposé mais il faut signaler que c'est pas le même montant qu'on peut retirer. Lors du retrait, il y aura un prélèvement de 1% comme cela se fait par les autres opérateurs. Pourquoi donc occulter ce fait dans votre vidéo ? Pour rappel, c'était pir avant l'avènement de Wave.",Orange Money
1284,Djo c est matin hein chacun a sa grâce hein,Orange Money
1285,Vieux qui a dit 50.000F là c'est parce que 5050 peut pas résoudre son problème.C'est plutôt 50.000F qui peut créer quelque-chose,Orange Money
1286,Venez à bassam no,Orange Money
1287,Merci beaucoup orange,Orange Money
1288,Aujourd'hui j'ai fait dépôt 5000frs j'étais obligé de payer les frais,Orange Money
1289,Heee beauté deh,Orange Money
1290,Huuum vous aussi avant vous ne nous avez pas loupé hein !!! Pour envoyer 100mille ont payait 7mille comme frais. Eeeeh,Orange Money
1291,Il ya une agence devant la cité NAWA à yoougon apres le cemeau route de DABOU qui prends 100 à chaque transaction.,Orange Money
1292,Donner votre position à la veille ow,Orange Money
1293,Moi je veux ouvrir un coin Orangemonaie mais je ne sais pas la procédure ???,Orange Money
1294,Orange nous fois la merde actuellement je suis allé pour retiré la puce de ma maman on me dit qu'il peuvent pas retiré la puce Sans le propriétaire alors que ma maman à 65 ans actuellement et j'ai fais 35km pour retiré la puce soyons des humains sinon que Orange risque de perdre beaucoup de ses clients,Orange Money
1295,"Si ce n'est pas wave qui est venu nous sauvés, pendant combien d'années orange nous volais",Orange Money
1296,Alors qu'on nous coupe 100 f,Orange Money
1297,Orange venez à ANYAMA aussi aaah,Orange Money
1298,Des millions,Orange Money
1299,Même aujourd'hui ya des points qui exige 100f,Orange Money
1300,et poukoii d'autres agences nous coupe juzka 100fr,Orange Money
1301,Haaa vous avez dit ça aussi.... Iyooo,Orange Money
1302,Vous êtes où moi mm je vais me déplacer vers vous comme depuis là vous ne voulez pas arriver vers moi là,Orange Money
1303,Omo stp vient donner pour moi hooooooo,Orange Money
1304,C'est où vous faites et puis vous ne tombez pas sur nous aussi là,Orange Money
1305,Vous êtes où et puis je n'ai encore croiser personne là,Orange Money
1306,"Orange Money
et nous qui sommes à Bouaké ici là ? Ne triez pas les Villes",Orange Money
1307,"Humm n'oubliez pas numéro orange Ho plus de 10ans heinn calé , jusqu'aujourd'hui",Orange Money
1308,"Anicet Goprou
voici ton element",Orange Money
1309,Les vieilles personnes quittés,Orange Money
1310,Genre katiola ces pas ville aussi nnous ont tuer avec orange,Orange Money
1311,Venez à Agnibilékrou aussi vous avez compris.,Orange Money
1312,Viens me poser la question avec 201500fr hé Pardon,Orange Money
1313,Wep faut croire hein.... Après nous avoir tant volé #ORANGE cherche à distraire,Orange Money
1314,Merci infiniment excellente journée à toi,Orange Money
1315,Loi j'ai pris du carburant et payé par wave biiim j'ai reçu 5000f chaud je wai wave tu es l'homme,Orange Money
1316,Ya quelque chose dans leur main qu'on voit pas mdrrr,Orange Money
1317,Aïe mais vous êtes où ?,Orange Money
1318,"Quand c'est ces genres de choses,on ne tombe jamais sur nous aussi hein. Mais c'est où on pose question pour te mettre dans difficultés dans pays là, voici micro trottoir sur nous maintenant",Orange Money
1319,"Pour moi, le numéro 1 c'est Orange Money avec son service Orange Banque
.
Merci infiniment.",Orange Money
1320,Ceux la faut pas ils vont tomber sur moi un jour,Orange Money
1321,Venez faire ça ici à abobo on va tout prendre,Orange Money
1322,Hummmm,Orange Money
1323,En tout cas vous avez bien choisi le son c’est dohi talalé même,Orange Money
1324,Ils ont tous oublié timbre 100 fr au dela de 5000 fr,Orange Money
1325,Vous venez quand à Gagnoa ???,Orange Money
1326,Augmenter encore,Orange Money
1327,"Yosso Edouard Ramses Yao
eeh mon frère tu as raté",Orange Money
1328,« Non chacun sa grâce c’est matin »,Orange Money
1329,Le taux de retrait est passé à 1% au Burkina Faso,Orange Money
1330,"Orange a voulu se jouer les mâtures, La Conspiration dit c'est foutaises.
#OrangeestLà",Orange Money
1331,Orange Money vous venez quand aboisso plus précisément dans mon si beau village ayenouan ?,Orange Money
1332,"Orange Money
est entrain de faire son marketing, vous avez pris affaire de wave pour charger. Eeeeeeh
Attends que wave vienne faire pour lui aussi.",Orange Money
1333,Mensonge,Orange Money
1334,Alex je veux ma part de 5000 là aussi,Orange Money
1335,Y a des vieux là ils sont dans la multiplication d'argent,Orange Money
1336,Il reste 1000fc seulement dans sa poche hein,Orange Money
1337,"Venez à Touba aussi, on vous attend ici",Orange Money
1338,Moi je vous attends à Bouaké posé moi question de 100000f Hein,Orange Money
1339,On vous trouve où ?,Orange Money
1340,Alexandre hummm DC ta eu 5000fr,Orange Money
1341,11010fr car l’état prélèvera 100 fR de timbre,Orange Money
1342,Votre affaire de frais est trop,Orange Money
1343,"Merci à vous
Orange Money
jai la joie au cœur même si cest pas qui ait reçu la somme",Orange Money
1344,Vous êtes vers où comme ça,Orange Money
